Nhash ID,Variable Name,Field Name,Description,Data Type,Numeric Type,Unit,Min,Max,Step,Resource Type,Nullable,Null Represents,BICAN UUID,Parent Variable,Resource Subgroup,Value Set (code/#/label)
PD-PMEMUO12,bcs_fraction_q30_bases_in_read_1,Barcoded Cell Sample QC Fraction Q30 Bases in Read 1,"ATAC barcoded cell sample: The proportion of bases in Read 1 that have a Phred quality score of 30 or higher, indicating high-confidence base calls.",numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-NONZPA13,bcs_fraction_q30_bases_in_read_2,Barcoded Cell Sample QC Fraction Q30 Bases in Read 2,"ATAC barcoded cell sample: The proportion of bases in Read 2 that have a Phred quality score of 30 or higher, indicating high-confidence base calls.",numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-MTNKZQ60,bcs_number_of_cells,Barcoded Cell Sample QC Number of Cells,"ATAC barcoded cell sample: The estimated number of cells captured and sequenced in the experiment, based on the barcodes identified.  These cells are used for all cell-level metrics.",numeric,float,"",2000,2000,"",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-TXGOXO32,bcs_mean_raw_read_pairs_per_cell,Barcoded Cell Sample QC Mean Raw Read Pairs per Cell,"ATAC barcoded cell sample: The average number of raw read pairs associated with each cell, providing an indication of the sequencing depth per cell.",numeric,float,"",50000,"","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-IKGRXO32,bcs_median_high-quality_fragments_per_cell,Barcoded Cell Sample QC Median High-Quality Fragments per Cell,"ATAC barcoded cell sample: The median number of high-quality (e.g., confidently mapped) fragments associated with each cell, representing typical fragment quality across cells.",numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-FOGLEV39,bcs_fraction of high-quality fragments in cells,Barcoded Cell Sample QC Fraction of High-Quality Fragments in Cells,"ATAC barcoded cell sample: The fraction of high-quality fragments that are associated with identified cells, indicating the proportion of good-quality data that is cell-associated.",numeric,float,"",0.5,"","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-VAGVEV39,bcs_fraction_of_transposition_events_in_peaks_in_cells,Barcoded Cell Sample QC Fraction of Transposition Events in Peaks in Cells,"ATAC barcoded cell sample: The fraction of transposition events within identified cells that occur within peaks, which are regions of accessible chromatin.",numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-GRNEEV39,bcs_fraction_duplicates,Barcoded Cell Sample QC Fraction Duplicates,"ATAC barcoded cell sample: The fraction of sequenced fragments that are duplicates, which can result from PCR amplification or other factors, indicating the redundancy in the sequencing data.",numeric,float,"",0.55,"","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-NNRGCP24,bcs_fraction_confidently_mapped,Barcoded Cell Sample QC Fraction Confidently Mapped,"ATAC barcoded cell sample: The fraction of sequenced fragments that are confidently mapped to the reference genome, indicating the proportion of reads that align well to the genome.",numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-YARGCP24,bcs_fraction_unmapped,Barcoded Cell Sample QC Fraction Unmapped,"ATAC barcoded cell sample: 	The fraction of sequenced fragments that could not be mapped to the reference genome, which can indicate sequencing errors, contamination, or regions not covered by the reference.",numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-XQNMQD38,bcs_fraction_nonnuclear,Barcoded Cell Sample QC Fraction Nonnuclear,"ATAC barcoded cell sample: The fraction of sequenced fragments that are mapped to non-nuclear (e.g., mitochondrial or other organellar) DNA, providing insight into contamination or organellar activity.",numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-MZVBKV34,bcs_fraction_fragment_in_nucleosome_free_region,Barcoded Cell Sample QC Fraction Fragment in Nucleosome Free Region,"ATAC barcoded cell sample: The fraction of sequenced fragments that map to nucleosome-free regions, which are indicative of accessible chromatin.",numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-MFHNQH25,bcs_fraction_fragment_flanking_single_nucleosome,Barcoded Cell Sample QC Fraction Fragment Flanking Single Nucleosome,"ATAC barcoded cell sample: The fraction of sequenced fragments that map to regions flanking single nucleosomes, indicating regions with partial chromatin accessibility.",numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-RRQHQH25,bcs_tss_enrichment_score,Barcoded Cell Sample QC Tss Enrichment Score,"ATAC barcoded cell sample: A measure of the enrichment of transposition events at transcription start sites (TSS), indicating the accessibility of promoters across the genome.",numeric,float,"",4,"","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-CCGLEV39,bcs_fraction_of_high-quality_fragments_overlapping_tss,Barcoded Cell Sample QC Fraction of High-Quality Fragments Overlapping Tss,"ATAC barcoded cell sample: The fraction of high-quality fragments that overlap transcription start sites (TSS), providing insight into promoter accessibility.",numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-MINXZQ60,bcs_number_of_peaks,Barcoded Cell Sample QC Number of Peaks,"ATAC barcoded cell sample: The total number of peaks, or regions of accessible chromatin, identified in the dataset, representing potential regulatory elements.",numeric,float,"",100000,"","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-TRRNEV39,bcs_fraction_of_genome_in_peaks,Barcoded Cell Sample QC Fraction of Genome in Peaks,"ATAC barcoded cell sample: The fraction of the genome that is covered by identified peaks, indicating the extent of chromatin accessibility across the genome.",numeric,float,"","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-FWDSFQ55,bcs_fraction_of_high-quality_fragments_overlapping_peaks,Barcoded Cell Sample QC Fraction of High-Quality Fragments Overlapping Peaks,"ATAC barcoded cell sample: The fraction of high-quality fragments that overlap with identified peaks, providing an indication of the efficiency of the assay in capturing accessible regions.",numeric,float,"",0.3,1.5,"",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-PQQCWQ40,bcs_atac_percent_target,Barcoded Cell Sample QC ATAC Percent Target,ATAC barcoded cell sample: Percent of cells recovered; value is calculated as number_of_cells / barcoded_cell_sample_number_of_expected_cells,numeric,"","","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Barcoded Cell Sample QC - ATAC,""
PD-LKCLRC24,bcs_alignment_job_id,Barcoded Cell Sample Alignment QC Job ID,Barcoded Cell Sample Alignment QC Job ID,text,"","","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Sequencing Outcome,""
PD-MVIZFB34,aliquot_alignment_job_id,Library Aliquot Alignment QC Job ID,Library Aliquot Alignment QC Job ID,text,"","","","","",Library Aliquot,Yes,"","",Library Aliquot,Sequencing Outcome,""
PD-RDRDTM41,donor_ic_cohort_tags,Donor IC Cohort Tags,Donor IC Cohort Tags,text,"","","","","",Donor,Yes,"","",General Subject Fields,General Subject Fields,""
PD-TGTGRP41,roi_type,ROI Type,ROI Type,categorical,"","","","","",ROI,No,"","",ROI,ROI details,Atlas Pin/#/Atlas PinSlab Pin/#/Slab PinUnknown Mapping/#/Unknown MappingSpecimen Request ROI/#/Specimen Request ROISpecimen Dissected ROI/#/Specimen Dissected ROI
PD-HHHHTM41,roi_atlas_structure,ROI Atlas Structure,ROI Atlas Structure,text,"","","","","",ROI,Yes,"","",ROI,ROI details,""
PD-FYUCNY46,death_causes_data_available,Cause Of Death Data Availability,NIMP indicator for availability of the cause of death,categorical,"","","","","",Donor,Yes,"","",General Subject Fields,General Subject Fields,1/#/Yes2/#/No
PD-JRJCAR61,rins_data_available,Rin Data Availability,NIMP indicator for availability of RNA Integrity Number,categorical,"","","","","",Donor,Yes,"","",General Subject Fields,General Subject Fields,1/#/Yes2/#/No
PD-CJRWAR61,rines_data_available,Rine Data Availability,NIMP indicator for availability of RNA Integrity Number equivalent,categorical,"","","","","",Donor,Yes,"","",General Subject Fields,General Subject Fields,1/#/Yes2/#/No
PD-CERQGG39,hbcac_process_notes,Notes Related To Hbcac Processing,Notes related to HBCAC processing,text,"","","","","",Donor,Yes,"","",General Subject Fields,General Subject Fields,""
PD-JSFGYJ57,non_brain_specimen_data_available,Non-Brain Specimen Data Availability,NIMP indicator for availability of non-brain Specimen data,categorical,"","","","","",Donor,Yes,"","",General Specimen Data,General Specimen Data,1/#/Yes2/#/No
PD-SLCHJH85,neurologic_events_data_available,Neurologic Events Data Availability,NIMP indicator for availability of perinatal neurologic events data,categorical,"","","","","",Donor,Yes,"","",General Specimen Data,General Specimen Data,1/#/Yes2/#/No
PD-LOOALO49,family_history_records_data_available,Family History Records Availability,NIMP indicator for availability of family history records,categorical,"","","","","",Donor,Yes,"","",General Specimen Data,General Specimen Data,1/#/Yes2/#/No
PD-AATACA52,infectious_testings_data_available,Infectious Testing Data Availability,NIMP indicator for availability of infectious Disease/Serology testing data,categorical,"","","","","",Donor,Yes,"","",General Specimen Data,General Specimen Data,1/#/Yes2/#/No
PD-LELMNL63,tox_screening_data_available,Toxicology Screening Data Availability,NIMP indicator for availability of toxicology screening data,categorical,"","","","","",Donor,Yes,"","",General Specimen Data,General Specimen Data,1/#/Yes2/#/No
PD-JXZWYJ57,nn_diagnoses_data_available,Neurologic And/Or Neuropathologic Diagnoses Data Availability,NIMP indicator for availability of non-neuropathological diagnoses data,categorical,"","","","","",Donor,Yes,"","",General Specimen Data,General Specimen Data,1/#/Yes2/#/No
PD-FPLDBU49,neuropathology_diagnosis_label,Label Of Neuropathologic Diagnosis,The label of the neuropathologic diagnosis,text,"","","","","",Donor,Yes,"","",Neuropathological Diagnoses,Neuropathological Diagnoses,""
PD-ACACHB51,slab_brain_subdivision,Slab Brain Subdivision,The subdivision of the brain the slab belongs to,categorical,"","","","","",Slab,Yes,"","",Slab,Anatomical/Biological Properties,cerebrum/#/cerebrumcerebellum/#/cerebellumbrainstem/#/brainstemspinal cord/#/spinal cordcerebellum + brainstem/#/cerebellum + brainstemwhole brain/#/whole brain
PD-XLXLRY56,slab_thickness,Slab Thickness,The thickness of the slab in millimeters,numeric,"","","","","",Slab,Yes,"","",Slab,Dimensions,""
PD-LYLYQB42,slab_visible_slab_face,Slab Visible Slab Face,The visible face of the slab in the photograph,categorical,"","","","","",Slab,Yes,"","",Slab,Orientation and Direction,anterior/#/anteriorposterior/#/posteriordorsal/#/dorsalventral/#/ventralleft/#/leftright/#/rightmedial/#/mediallateral/#/lateralrostral/#/rostralcadual/#/cadual
PD-PYZZVR50,slab_brain_region,Mapped NBB Brain Regions,The NBB brain region the ROI is associated with. This is automatically obtained from mapping brain atlases to 52 NBB brain regions,text,"","","","","",ROI,Yes,"","",ROI,ROI details,""
PD-JKJKKK43,tissue_donor_stage,Donor Stage,Developmental stage of the donor this tissue belongs to,text,"","","","","",Tissue,Yes,"","",Tissue,Anatomical/Biological Properties,""
PD-VJVJKK43,tissue_structure_code,Tissue Structure Code,Tissue structure code,text,"","","","","",Tissue,No,"","",Tissue,Anatomical/Biological Properties,""
PD-URJANM35,library_aliquot_qc_last_updated,Library Aliquot QC Last Updated Date,Library Aliquot QC last updated date,date,"","","","","",Library Aliquot,Yes,"","",Library Aliquot,Sequencing Outcome,""
PD-CBCBBY24,aliquot_alignment_qc_uploaded,Aliquot Alignment QC Uploaded Date,Library Aliquot alignment QC uploaded date,date,"","","","","",Library Aliquot,Yes,"","",Library Aliquot,Sequencing Outcome,""
PD-QXXAKR49,aliquot_qc_total_reads,Library Aliquot QC Total Reads,Library Aliquot QC total reads,numeric,"","","","","",Library Aliquot,Yes,"","",Library Aliquot,Sequencing Outcome,""
PD-BQFOEV39,barcoded_cell_sample_alignment_qc_status,Barcoded Cell Sample Alignment QC Status,Barcoded Cell Sample alignment QC status,categorical,"","","","","",Barcoded Cell Sample,Yes,"","",Barcoded Cell Sample,Sequencing Outcome,Available/#/AvailableNot Available/#/Not Available
PD-QSDGRC41,slab_donor_database_id,Upstream Donor Database ID for Slab,NIMP database id for the upstream donor of slab,numeric,"","","","","",Slab,No,"","",Slab,References,""
PD-EBEBMX64,slab_hemisphere,Slab Hemisphere,The Hemisphere of the brain the slab belongs to,categorical,"","","","","",Slab,Yes,"","",Slab,Anatomical/Biological Properties,left/#/leftright/#/right
PD-RFZRRK65,parent_tissue_sample_local_name,Upstream Tissue Sample Local Name for Tissue,Local name of the upstream tissue sample from which the tissue sample was dissected from,text,"","","","","",Tissue,Yes,"","",Tissue,Reference,""
PD-SLFSLW44,dissociated_cell_sample_section_local_name,Upstream Section Local Name,Upstream section local name for dissociated cell sample,text,"","","","","",Dissociated Cell Sample,Yes,"","",Dissociated Cell Sample,Ownership,""
PD-OJZKDZ58,dissociated_cell_sample_nhash_ids_ecs,Upstream Dissociated Cell Sample NHash IDs in Enriched Cell Sample,NIMP generated globally unique identifier for upstream Dissociated Cell Samples,text,"","","","","",Enriched Cell Sample,"No, if the Enriched Cell Sample is created from Dissociated Cell Samples","","",Enriched Cell Sample,Reference,""
